詞頻序號,詞目,,出現頻次,累積頻次,累積百分比
378,性能,ㄒㄧㄥˋ　ㄋㄥˊ,192,146514,27.620598
379,高雄,,192,146706,27.656794
380,報導,ㄅㄠˋ　ㄉㄠˇ,192,146898,27.69299
381,製造,ㄓˋ　ㄗㄠˋ,191,147089,27.728997
382,銷售,ㄒㄧㄠ　ㄕㄡˋ,191,147280,27.765004
383,角色,ㄐㄩㄝˊ　ㄙㄜˋ　（語音）ㄐㄧㄠˇ　ㄙㄜˋ,190,147470,27.800823
384,教授,ㄐㄧㄠˋ　ㄕㄡˋ,190,147660,27.836642
385,不再,ㄅㄨˋ　ㄗㄞˋ　（變）ㄅㄨˊ　ㄗㄞˋ,189,147849,27.872272
386,旅遊,ㄌㄩˇ　ㄧㄡˊ,189,148038,27.907902
387,控制,ㄎㄨㄥˋ　ㄓˋ,189,148227,27.943532
388,積極,ㄐㄧ　ㄐㄧˊ,189,148416,27.979162
389,親子,,189,148605,28.014792
390,仍然,ㄖㄥˊ　ㄖㄢˊ,188,148793,28.050233
391,建議,ㄐㄧㄢˋ　ㄧˋ,188,148981,28.085674
392,太陽,ㄊㄞˋ　ㄧㄤˊ,187,149168,28.120927
393,智慧,ㄓˋ　ㄏㄨㄟˋ,187,149355,28.15618
394,資源,ㄗ　ㄩㄢˊ,187,149542,28.191433
395,遊戲,ㄧㄡˊ　ㄒㄧˋ,186,149728,28.226497
396,說明,ㄕㄨㄛ　ㄇㄧㄥˊ,186,149914,28.261561
397,你們,ㄋㄧˇ　˙ㄇㄣ,185,150099,28.296437
398,改善,ㄍㄞˇ　ㄕㄢˋ,185,150284,28.331313
399,或許,ㄏㄨㄛˋ　ㄒㄩˇ,185,150469,28.366189
400,建築,ㄐㄧㄢˋ　ㄓㄨˊ,185,150654,28.401065
401,教師,ㄐㄧㄠˋ　ㄕ,185,150839,28.435941
402,媒體,ㄇㄟˊ　ㄊㄧˇ,185,151024,28.470817
403,系列,ㄒㄧˋ　ㄌㄧㄝˋ,184,151208,28.505504
404,員工,ㄩㄢˊ　ㄍㄨㄥ,184,151392,28.540191
405,基本,ㄐㄧ　ㄅㄣˇ,184,151576,28.574878
406,成本,ㄔㄥˊ　ㄅㄣˇ,183,151759,28.609377
407,有關,ㄧㄡˇ　ㄍㄨㄢ,183,151942,28.643876
408,明顯,ㄇㄧㄥˊ　ㄒㄧㄢˇ,183,152125,28.678375
409,共同,ㄍㄨㄥˋ　ㄊㄨㄥˊ,182,152307,28.712685
410,具有,ㄐㄩˋ　ㄧㄡˇ,182,152489,28.746995
411,資訊,ㄗ　ㄒㄩㄣˋ,182,152671,28.781305
412,男人,ㄋㄢˊ　ㄖㄣˊ,180,152851,28.815238
413,股市,ㄍㄨˇ　ㄕˋ,180,153031,28.849171
414,得到,,180,153211,28.883104
415,醫院,ㄧ　ㄩㄢˋ,180,153391,28.917037
416,成績,ㄔㄥˊ　ㄐㄧ,179,153570,28.950782
417,速度,ㄙㄨˋ　ㄉㄨˋ,179,153749,28.984527
418,景氣,ㄐㄧㄥˇ　ㄑㄧˋ,179,153928,29.018272
419,實在,ㄕˊ　ㄗㄞˋ,179,154107,29.052017
420,避免,ㄅㄧˋ　ㄇㄧㄢˇ,179,154286,29.085762
421,形象,ㄒㄧㄥˊ　ㄒㄧㄤˋ,178,154464,29.119318
422,條件,ㄊㄧㄠˊ　ㄐㄧㄢˋ,178,154642,29.152874
423,規劃,ㄍㄨㄟ　ㄏㄨㄚˋ,178,154820,29.18643
424,會議,ㄏㄨㄟˋ　ㄧˋ,178,154998,29.219986
425,態度,ㄊㄞˋ　ㄉㄨˋ,178,155176,29.253542
426,導演,ㄉㄠˇ　ㄧㄢˇ,178,155354,29.287098
427,行為,ㄒㄧㄥˊ　ㄨㄟˊ,177,155531,29.320466
428,兩岸,ㄌㄧㄤˇ　ㄢˋ,177,155708,29.353834
429,美麗,ㄇㄟˇ　ㄌㄧˋ,177,155885,29.387202
430,重新,ㄔㄨㄥˊ　ㄒㄧㄣ,177,156062,29.42057
431,檢查,ㄐㄧㄢˇ　ㄔㄚˊ,177,156239,29.453938
432,多少,ㄉㄨㄛ　ㄕㄠˇ,176,156415,29.487117
433,令人,ㄌㄧㄥˋ　ㄖㄣˊ,175,156590,29.520108
434,左右,ㄗㄨㄛˇ　ㄧㄡˋ,175,156765,29.553099
435,招生,ㄓㄠ　ㄕㄥ,175,156940,29.58609
436,狀況,ㄓㄨㄤˋ　ㄎㄨㄤˋ,175,157115,29.619081
437,設備,ㄕㄜˋ　ㄅㄟˋ,175,157290,29.652072
438,內容,ㄋㄟˋ　ㄖㄨㄥˊ,174,157464,29.684874
439,各種,ㄍㄜˋ　ㄓㄨㄥˇ,173,157637,29.717488
440,客戶,ㄎㄜˋ　ㄏㄨˋ,173,157810,29.750102
441,時期,ㄕˊ　ㄑㄧˊ,173,157983,29.782716
442,掌握,ㄓㄤˇ　ㄨㄛˋ,173,158156,29.81533
443,曾經,ㄘㄥˊ　ㄐㄧㄥ,173,158329,29.847944
444,自我,ㄗˋ　ㄨㄛˇ,172,158501,29.880369
445,車身,ㄔㄜ　ㄕㄣ,172,158673,29.912794
446,享受,ㄒㄧㄤˇ　ㄕㄡˋ,172,158845,29.945219
447,婦女,ㄈㄨˋ　ㄋㄩˇ,172,159017,29.977644
448,價格,ㄐㄧㄚˋ　ㄍㄜˊ,172,159189,30.010069
449,立委,ㄌㄧˋ　ㄨㄟˇ,171,159360,30.042306
450,死亡,ㄙˇ　ㄨㄤˊ,171,159531,30.074543
451,往往,ㄨㄤˇ　ㄨㄤˇ,171,159702,30.10678
452,表演,ㄅㄧㄠˇ　ㄧㄢˇ,171,159873,30.139017
453,效果,ㄒㄧㄠˋ　ㄍㄨㄛˇ,171,160044,30.171254
454,眼睛,ㄧㄢˇ　ㄐㄧㄥ,171,160215,30.203491
455,大量,ㄉㄚˋ　ㄌㄧㄤˋ,170,160385,30.235539
456,正式,ㄓㄥˋ　ㄕˋ,170,160555,30.267587
457,有些,ㄧㄡˇ　ㄒㄧㄝ,170,160725,30.299635
458,車系,,170,160895,30.331683
459,能夠,ㄋㄥˊ　ㄍㄡˋ,170,161065,30.363731
460,推動,ㄊㄨㄟ　ㄉㄨㄥˋ,170,161235,30.395779
461,醫師,ㄧ　ㄕ,170,161405,30.427827
462,雜誌,ㄗㄚˊ　ㄓˋ,170,161575,30.459875
463,通常,ㄊㄨㄥ　ㄔㄤˊ,169,161744,30.491735
464,人口,ㄖㄣˊ　ㄎㄡˇ,168,161912,30.523406
465,公里,ㄍㄨㄥ　ㄌㄧˇ,168,162080,30.555077
466,保持,ㄅㄠˇ　ㄔˊ,168,162248,30.586748
467,降低,ㄐㄧㄤˋ　ㄉㄧ,168,162416,30.618419
468,這裡,ㄓㄜˋ　ㄌㄧˇ,167,162583,30.649902
469,德國,,167,162750,30.681385
470,調整,ㄊㄧㄠˊ　ㄓㄥˇ,167,162917,30.712868
471,考慮,ㄎㄠˇ　ㄌㄩˋ,166,163083,30.744162
472,配合,ㄆㄟˋ　ㄏㄜˊ,166,163249,30.775456
473,愛滋病,ㄞˋ　ㄗ　ㄅㄧㄥˋ,166,163415,30.80675
474,辦法,ㄅㄢˋ　ㄈㄚˇ,166,163581,30.838044
475,小時,ㄒㄧㄠˇ　ㄕˊ,165,163746,30.86915
476,行動,ㄒㄧㄥˊ　ㄉㄨㄥˋ,165,163911,30.900256
477,情形,ㄑㄧㄥˊ　ㄒㄧㄥˊ,165,164076,30.931362
478,集團,ㄐㄧˊ　ㄊㄨㄢˊ,165,164241,30.962468
479,感染,ㄍㄢˇ　ㄖㄢˇ,165,164406,30.993574
480,獨立,ㄉㄨˊ　ㄌㄧˋ,165,164571,31.02468
481,簡單,ㄐㄧㄢˇ　ㄉㄢ,165,164736,31.055786
482,那些,ㄋㄚˇ　ㄒㄧㄝ,164,164900,31.086703
483,每天,,163,165063,31.117432
484,業務,ㄧㄝˋ　ㄨˋ,163,165226,31.148161
485,所謂,ㄙㄨㄛˇ　ㄨㄟˋ,162,165388,31.178701
486,動力,ㄉㄨㄥˋ　ㄌㄧˋ,162,165550,31.209241
487,參與,ㄘㄢ　ㄩˋ,162,165712,31.239781
488,唯一,ㄨㄟˊ　ㄧ,162,165874,31.270321
489,工程,ㄍㄨㄥ　ㄔㄥˊ,161,166035,31.300672
490,不論,ㄅㄨˋ　ㄌㄨㄣˋ　（變）ㄅㄨˊ　ㄌㄨㄣˋ,161,166196,31.331023
491,公尺,ㄍㄨㄥ　ㄔˇ,161,166357,31.361374
492,事件,ㄕˋ　ㄐㄧㄢˋ,161,166518,31.391725
493,狀態,ㄓㄨㄤˋ　ㄊㄞˋ,161,166679,31.422076
494,維持,ㄨㄟˊ　ㄔˊ,161,166840,31.452427
495,上海,,160,167000,31.48259
496,年輕,ㄋㄧㄢˊ　ㄑㄧㄥ,160,167160,31.512753
497,家長,ㄐㄧㄚ　ㄓㄤˇ,160,167320,31.542916
498,結束,ㄐㄧㄝˊ　ㄕㄨˋ,160,167480,31.573079
499,製作,ㄓˋ　ㄗㄨㄛˋ,160,167640,31.603242
500,加入,ㄐㄧㄚ　ㄖㄨˋ,159,167799,31.633216
501,永遠,ㄩㄥˇ　ㄩㄢˇ,159,167958,31.66319
502,經堂,,159,168117,31.693164
503,趨勢,ㄑㄩ　ㄕˋ,159,168276,31.723138
504,知識,ㄓ　ㄕˋ,158,168434,31.752924
505,不但,ㄅㄨˋ　ㄉㄢˋ　（變）ㄅㄨˊ　ㄉㄢˋ,157,168591,31.782521
506,星系,ㄒㄧㄥ　ㄒㄧˋ,157,168748,31.812118
507,特殊,ㄊㄜˋ　ㄕㄨ,157,168905,31.841715
508,結構,ㄐㄧㄝˊ　ㄍㄡˋ,157,169062,31.871312
509,有效,ㄧㄡˇ　ㄒㄧㄠˋ,156,169218,31.900721
510,負責,ㄈㄨˋ　ㄗㄜˊ,156,169374,31.93013
511,訓練,ㄒㄩㄣˋ　ㄌㄧㄢˋ,156,169530,31.959539
512,強調,ㄑㄧㄤˊ　ㄉㄧㄠˋ,156,169686,31.988948
513,期間,ㄑㄧˊ　ㄐㄧㄢ,156,169842,32.018357
514,介紹,ㄐㄧㄝˋ　ㄕㄠˋ,155,169997,32.047577
515,以為,ㄧˇ　ㄨㄟˊ,155,170152,32.076797
516,兒子,ㄦˊ　˙ㄗ,155,170307,32.106017
517,計劃,ㄐㄧˋ　ㄏㄨㄚˋ,155,170462,32.135237
518,面臨,ㄇㄧㄢˋ　ㄌㄧㄣˊ,155,170617,32.164457
519,患者,ㄏㄨㄢˋ　ㄓㄜˇ,155,170772,32.193677
520,新聞,ㄒㄧㄣ　ㄨㄣˊ,155,170927,32.222897
521,工業,ㄍㄨㄥ　ㄧㄝˋ,154,171081,32.251929
522,困難,ㄎㄨㄣˋ　ㄋㄢˊ,154,171235,32.280961
523,突然,ㄊㄨˊ　ㄖㄢˊ,154,171389,32.309993
524,追求,ㄓㄨㄟ　ㄑㄧㄡˊ,154,171543,32.339025
525,實施,ㄕˊ　ㄕ,154,171697,32.368057
526,機構,ㄐㄧ　ㄍㄡˋ,154,171851,32.397089
527,謝謝,ㄒㄧㄝˋ　˙ㄒㄧㄝ,154,172005,32.426121
528,小孩,ㄒㄧㄠˇ　ㄏㄞˊ,153,172158,32.454964
529,分別,ㄈㄣ　ㄅㄧㄝˊ,153,172311,32.483807
530,吸引,ㄒㄧ　ㄧㄣˇ,153,172464,32.51265
531,官員,ㄍㄨㄢ　ㄩㄢˊ,153,172617,32.541493
532,相同,ㄒㄧㄤ　ㄊㄨㄥˊ,153,172770,32.570336
533,女兒,ㄋㄩˇ　ㄦˊ,152,172922,32.598991
534,成熟,ㄔㄥˊ　ㄕㄡˊ,152,173074,32.627646
535,缺乏,ㄑㄩㄝ　ㄈㄚˊ,152,173226,32.656301
536,離開,ㄌㄧˊ　ㄎㄞ,152,173378,32.684956
537,少年,ㄕㄠˋ　ㄋㄧㄢˊ,151,173529,32.713422
538,地位,ㄉㄧˋ　ㄨㄟˋ,151,173680,32.741888
539,利益,ㄌㄧˋ　ㄧˋ,151,173831,32.770354
540,事情,ㄕˋ　ㄑㄧㄥˊ,151,173982,32.79882
541,根本,ㄍㄣ　ㄅㄣˇ,151,174133,32.827286
542,創造,ㄔㄨㄤˋ　ㄗㄠˋ,151,174284,32.855752
543,報告,ㄅㄠˋ　ㄍㄠˋ,151,174435,32.884218
544,失去,ㄕ　ㄑㄩˋ,150,174585,32.912496
545,申請,ㄕㄣ　ㄑㄧㄥˇ,150,174735,32.940774
546,持續,ㄔˊ　ㄒㄩˋ,150,174885,32.969052
547,校園,ㄒㄧㄠˋ　ㄩㄢˊ,150,175035,32.99733
548,創意,ㄔㄨㄤˋ　ㄧˋ,150,175185,33.025608
549,運用,ㄩㄣˋ　ㄩㄥˋ,150,175335,33.053886
550,讀者,ㄉㄨˊ　ㄓㄜˇ,150,175485,33.082164
551,生存,ㄕㄥ　ㄘㄨㄣˊ,149,175634,33.110253
552,安排,ㄢ　ㄆㄞˊ,149,175783,33.138342
553,明年,ㄇㄧㄥˊ　ㄋㄧㄢˊ,149,175932,33.166431
554,基礎,ㄐㄧ　ㄔㄨˇ,149,176081,33.19452
555,統一,ㄊㄨㄥˇ　ㄧ,149,176230,33.222609
556,提升,ㄊㄧˊ　ㄕㄥ,149,176379,33.250698
557,整個,ㄓㄥˇ　˙ㄍㄜ,149,176528,33.278787
558,中央,ㄓㄨㄥ　ㄧㄤ,148,176676,33.306688
559,文學,ㄨㄣˊ　ㄒㄩㄝˊ,148,176824,33.334589
560,平均,ㄆㄧㄥˊ　ㄐㄩㄣ,148,176972,33.36249
561,都市,ㄉㄨ　ㄕˋ,148,177120,33.390391
562,發揮,ㄈㄚ　ㄏㄨㄟ,148,177268,33.418292
563,程度,ㄔㄥˊ　ㄉㄨˋ,148,177416,33.446193
564,需求,ㄒㄩ　ㄑㄧㄡˊ,148,177564,33.474094
565,呈現,ㄔㄥˊ　ㄒㄧㄢˋ,147,177711,33.501806
566,冠軍,ㄍㄨㄢˋ　ㄐㄩㄣ,147,177858,33.529518
567,大約,ㄉㄚˋ　ㄩㄝ,146,178004,33.557042
568,消費者,ㄒㄧㄠ　ㄈㄟˋ　ㄓㄜˇ,146,178150,33.584566
569,清楚,ㄑㄧㄥ　ㄔㄨˇ,146,178296,33.61209
570,規定,ㄍㄨㄟ　ㄉㄧㄥˋ,146,178442,33.639614
571,肯定,ㄎㄣˇ　ㄉㄧㄥˋ,144,178586,33.666761
572,森林,ㄙㄣ　ㄌㄧㄣˊ,144,178730,33.693908
573,登場,ㄉㄥ　ㄔㄤˇ,144,178874,33.721055
574,人才,ㄖㄣˊ　ㄘㄞˊ,143,179017,33.748013
575,品牌,ㄆㄧㄣˇ　ㄆㄞˊ,143,179160,33.774971
576,看見,ㄎㄢˋ　ㄐㄧㄢˋ,143,179303,33.801929
577,疾病,ㄐㄧˊ　ㄅㄧㄥˋ,143,179446,33.828887
578,人士,ㄖㄣˊ　ㄕˋ,142,179588,33.855657
579,今日,ㄐㄧㄣ　ㄖˋ,142,179730,33.882427
580,水準,ㄕㄨㄟˇ　ㄓㄨㄣˇ,142,179872,33.909197
581,目的,ㄇㄨˋ　ㄉㄧˋ,142,180014,33.935967
582,名單,ㄇㄧㄥˊ　ㄉㄢ,142,180156,33.962737
583,階段,ㄐㄧㄝ　ㄉㄨㄢˋ,142,180298,33.989507
584,擴大,ㄎㄨㄛˋ　ㄉㄚˋ,142,180440,34.016277
585,心情,ㄒㄧㄣ　ㄑㄧㄥˊ,141,180581,34.042858
586,生物,ㄕㄥ　ㄨˋ,141,180722,34.069439
587,校長,ㄒㄧㄠˋ　ㄓㄤˇ,141,180863,34.09602
588,畢業,ㄅㄧˋ　ㄧㄝˋ,141,181004,34.122601
589,這是,,141,181145,34.149182
590,團體,ㄊㄨㄢˊ　ㄊㄧˇ,141,181286,34.175763
591,公布,ㄍㄨㄥ　ㄅㄨˋ,140,181426,34.202156
592,全部,ㄑㄩㄢˊ　ㄅㄨˋ,140,181566,34.228549
593,玻璃,ㄅㄛ　ㄌㄧˊ,140,181706,34.254942
594,習慣,ㄒㄧˊ　ㄍㄨㄢˋ,140,181846,34.281335
595,證明,ㄓㄥˋ　ㄇㄧㄥˊ,140,181986,34.307728
596,正確,ㄓㄥˋ　ㄑㄩㄝˋ,139,182125,34.333932
597,民國,ㄇㄧㄣˊ　ㄍㄨㄛˊ,139,182264,34.360136
598,全面,ㄑㄩㄢˊ　ㄇㄧㄢˋ,139,182403,34.38634
599,空氣,ㄎㄨㄥ　ㄑㄧˋ,139,182542,34.412544
600,特色,ㄊㄜˋ　ㄙㄜˋ,139,182681,34.438748
601,感受,ㄍㄢˇ　ㄕㄡˋ,139,182820,34.464952
602,不可,ㄅㄨˋ　ㄎㄜˇ,138,182958,34.490968
603,本身,ㄅㄣˇ　ㄕㄣ,138,183096,34.516984
604,正常,ㄓㄥˋ　ㄔㄤˊ,138,183234,34.543
605,回家,ㄏㄨㄟˊ　ㄐㄧㄚ,138,183372,34.569016
606,如今,ㄖㄨˊ　ㄐㄧㄣ,138,183510,34.595032
607,西方,ㄒㄧ　ㄈㄤ,138,183648,34.621048
608,那裡,ㄋㄚˇ　ㄌㄧˇ,138,183786,34.647064
609,相關,ㄒㄧㄤ　ㄍㄨㄢ,138,183924,34.67308
610,風格,ㄈㄥ　ㄍㄜˊ,138,184062,34.699096
611,透過,ㄊㄡˋ　ㄍㄨㄛˋ,138,184200,34.725112
612,絕對,ㄐㄩㄝˊ　ㄉㄨㄟˋ,138,184338,34.751128
613,豐富,ㄈㄥ　ㄈㄨˋ,138,184476,34.777144
614,反而,ㄈㄢˇ　ㄦˊ,137,184613,34.802971
615,參觀,ㄘㄢ　ㄍㄨㄢ,137,184750,34.828798
616,國中,ㄍㄨㄛˊ　ㄓㄨㄥ,137,184887,34.854625
617,理想,ㄌㄧˇ　ㄒㄧㄤˇ,137,185024,34.880452
618,達到,ㄉㄚˊ　ㄉㄠˋ,137,185161,34.906279
619,學者,ㄒㄩㄝˊ　ㄓㄜˇ,137,185298,34.932106
620,一旦,ㄧ　ㄉㄢˋ　（變）ㄧˊ　ㄉㄢˋ,136,185434,34.957745
621,明天,ㄇㄧㄥˊ　ㄊㄧㄢ,136,185570,34.983384
622,發表,ㄈㄚ　ㄅㄧㄠˇ,136,185706,35.009023
623,中國人,,135,185841,35.034473
624,印象,ㄧㄣˋ　ㄒㄧㄤˋ,135,185976,35.059923
625,良好,ㄌㄧㄤˊ　ㄏㄠˇ,135,186111,35.085373
626,當地,ㄉㄤ　ㄉㄧˋ,135,186246,35.110823
627,公開,ㄍㄨㄥ　ㄎㄞ,134,186380,35.136084
628,好像,ㄏㄠˇ　ㄒㄧㄤˋ,134,186514,35.161345
629,屬於,ㄕㄨˇ　ㄩˊ,134,186648,35.186606
630,有趣,ㄧㄡˇ　ㄑㄩˋ,133,186781,35.211679
631,利率,ㄌㄧˋ　ㄌㄩˋ,133,186914,35.236752
632,首先,ㄕㄡˇ　ㄒㄧㄢ,133,187047,35.261825
633,規模,ㄍㄨㄟ　ㄇㄛˊ,133,187180,35.286898
634,擔心,ㄉㄢ　ㄒㄧㄣ,133,187313,35.311971
635,車種,ㄔㄜ　ㄓㄨㄥˇ,132,187445,35.336855
636,恐龍,ㄎㄨㄥˇ　ㄌㄨㄥˊ,132,187577,35.361739
637,接觸,ㄐㄧㄝ　ㄔㄨˋ,132,187709,35.386623
638,大眾,ㄉㄚˋ　ㄓㄨㄥˋ,131,187840,35.411319
639,主管,ㄓㄨˇ　ㄍㄨㄢˇ,131,187971,35.436015
640,採用,ㄘㄞˇ　ㄩㄥˋ,131,188102,35.460711
641,垃圾,ㄌㄜˋ　ㄙㄜˋ,130,188232,35.485218
642,金融,ㄐㄧㄣ　ㄖㄨㄥˊ,130,188362,35.509725
643,思想,ㄙ　ㄒㄧㄤˇ,130,188492,35.534232
644,研習,ㄧㄢˊ　ㄒㄧˊ,130,188622,35.558739
645,討論,ㄊㄠˇ　ㄌㄨㄣˋ,130,188752,35.583246
646,輕鬆,ㄑㄧㄥ　ㄙㄨㄥ,130,188882,35.607753
647,導致,ㄉㄠˇ　ㄓˋ,130,189012,35.63226
648,內部,ㄋㄟˋ　ㄅㄨˋ,129,189141,35.656579
649,來自,,129,189270,35.680898
650,小學,ㄒㄧㄠˇ　ㄒㄩㄝˊ,128,189398,35.705028
651,教室,ㄐㄧㄠˋ　ㄕˋ,128,189526,35.729158
652,這麼,ㄓㄜˋ　˙ㄇㄜ,128,189654,35.753288
653,解釋,ㄐㄧㄝˇ　ㄕˋ,128,189782,35.777418
654,道路,ㄉㄠˋ　ㄌㄨˋ,128,189910,35.801548
655,整體,ㄓㄥˇ　ㄊㄧˇ,128,190038,35.825678
656,北京,ㄅㄟˇ　ㄐㄧㄥ,127,190165,35.84962
657,色彩,ㄙㄜˋ　ㄘㄞˇ,127,190292,35.873562
658,行銷,ㄒㄧㄥˊ　ㄒㄧㄠ,127,190419,35.897504
659,花蓮,,127,190546,35.921446
660,消失,ㄒㄧㄠ　ㄕ,127,190673,35.945388
661,結合,ㄐㄧㄝˊ　ㄏㄜˊ,127,190800,35.96933
662,總經理,ㄗㄨㄥˇ　ㄐㄧㄥ　ㄌㄧˇ,127,190927,35.993272
663,挑戰,ㄊㄧㄠˇ　ㄓㄢˋ,126,191053,36.017025
664,堅持,ㄐㄧㄢ　ㄔˊ,126,191179,36.040778
665,部門,ㄅㄨˋ　ㄇㄣˊ,126,191305,36.064531
666,興趣,ㄒㄧㄥˋ　ㄑㄩˋ,126,191431,36.088284
667,總是,ㄗㄨㄥˇ　ㄕˋ,126,191557,36.112037
668,丈夫,ㄓㄤˋ　ㄈㄨ,125,191682,36.135602
669,回來,ㄏㄨㄟˊ　ㄌㄞˊ,125,191807,36.159167
670,法律,ㄈㄚˇ　ㄌㄩˋ,125,191932,36.182732
671,原本,ㄩㄢˊ　ㄅㄣˇ,125,192057,36.206297
672,從事,ㄘㄨㄥˊ　ㄕˋ,125,192182,36.229862
673,獲利,ㄏㄨㄛˋ　ㄌㄧˋ,125,192307,36.253427
674,怎樣,ㄗㄣˇ　ㄧㄤˋ,124,192431,36.276803
675,高中,ㄍㄠ　ㄓㄨㄥˋ,124,192555,36.300179
676,數學,ㄕㄨˋ　ㄒㄩㄝˊ,124,192679,36.323555
677,公園,ㄍㄨㄥ　ㄩㄢˊ,123,192802,36.346743
678,方案,ㄈㄤ　ㄢˋ,123,192925,36.369931
679,流行,ㄌㄧㄡˊ　ㄒㄧㄥˊ,123,193048,36.393119
680,常常,ㄔㄤˊ　ㄔㄤˊ,123,193171,36.416307
681,教部,,123,193294,36.439495
682,尋找,ㄒㄩㄣˊ　ㄓㄠˇ,123,193417,36.462683
683,貿易,ㄇㄠˋ　ㄧˋ,123,193540,36.485871
684,進口,ㄐㄧㄣˋ　ㄎㄡˇ,123,193663,36.509059
685,煩惱,ㄈㄢˊ　ㄋㄠˇ,123,193786,36.532247
686,擔任,ㄉㄢ　ㄖㄣˋ,123,193909,36.555435
687,角度,ㄐㄧㄠˇ　ㄉㄨˋ,122,194031,36.578434
688,思考,ㄙ　ㄎㄠˇ,122,194153,36.601433
689,無論,ㄨˊ　ㄌㄨㄣˋ,122,194275,36.624432
690,對象,ㄉㄨㄟˋ　ㄒㄧㄤˋ,122,194397,36.647431
691,休閒,ㄒㄧㄡ　ㄒㄧㄢˊ,121,194518,36.670242
692,植物,ㄓˊ　ㄨˋ,121,194639,36.693053
693,適合,ㄕˋ　ㄏㄜˊ,121,194760,36.715864
694,它們,ㄊㄚ　˙ㄇㄣ,120,194880,36.738486
695,我國,ㄨㄛˇ　ㄍㄨㄛˊ,120,195000,36.761108
696,消費,ㄒㄧㄠ　ㄈㄟˋ,120,195120,36.78373
697,情緒,ㄑㄧㄥˊ　ㄒㄩˋ,120,195240,36.806352
698,報紙,ㄅㄠˋ　ㄓˇ,120,195360,36.828974
699,緊張,ㄐㄧㄣˇ　ㄓㄤ,120,195480,36.851596
700,模式,ㄇㄛˊ　ㄕˋ,120,195600,36.874218
701,有時,ㄧㄡˇ　ㄕˊ,119,195719,36.896652
702,李登輝,ㄌㄧˇ　ㄉㄥ　ㄏㄨㄟ,119,195838,36.919086
703,亞洲,,119,195957,36.94152
704,或者,ㄏㄨㄛˋ　ㄓㄜˇ,119,196076,36.963954
705,原則,ㄩㄢˊ　ㄗㄜˊ,119,196195,36.986388
706,馬力,ㄇㄚˇ　ㄌㄧˋ,119,196314,37.008822
707,國外,ㄍㄨㄛˊ　ㄨㄞˋ,119,196433,37.031256
708,意見,ㄧˋ　ㄐㄧㄢˋ,119,196552,37.05369
709,鼓勵,ㄍㄨˇ　ㄌㄧˋ,119,196671,37.076124
710,範圍,ㄈㄢˋ　ㄨㄟˊ,119,196790,37.098558
711,大部分,ㄉㄚˋ　ㄅㄨˋ　ㄈㄣˋ,118,196908,37.120803
712,充分,ㄔㄨㄥ　ㄈㄣˋ,118,197026,37.143048
713,限制,ㄒㄧㄢˋ　ㄓˋ,118,197144,37.165293
714,辦理,ㄅㄢˋ　ㄌㄧˇ,118,197262,37.187538
715,聰明,ㄘㄨㄥ　ㄇㄧㄥˊ,118,197380,37.209783
716,重大,ㄓㄨㄥˋ　ㄉㄚˋ,117,197497,37.23184
717,海外,ㄏㄞˇ　ㄨㄞˋ,117,197614,37.253897
718,輔導,ㄈㄨˇ　ㄉㄠˇ,117,197731,37.275954
719,人體,ㄖㄣˊ　ㄊㄧˇ,116,197847,37.297822
720,危機,ㄨㄟˊ　ㄐㄧ,116,197963,37.31969
721,青年,ㄑㄧㄥ　ㄋㄧㄢˊ,116,198079,37.341558
722,相對,ㄒㄧㄤ　ㄉㄨㄟˋ,116,198195,37.363426
723,接近,ㄐㄧㄝ　ㄐㄧㄣˋ,116,198311,37.385294
724,採取,ㄘㄞˇ　ㄑㄩˇ,116,198427,37.407162
725,暑假,ㄕㄨˇ　ㄐㄧㄚˋ,116,198543,37.42903
726,競賽,ㄐㄧㄥˋ　ㄙㄞˋ,116,198659,37.450898
727,顯然,ㄒㄧㄢˇ　ㄖㄢˊ,116,198775,37.472766
728,快速,ㄎㄨㄞˋ　ㄙㄨˋ,115,198890,37.494446
729,皇帝,ㄏㄨㄤˊ　ㄉㄧˋ,115,199005,37.516126
730,執行,ㄓˊ　ㄒㄧㄥˊ,115,199120,37.537806
731,溝通,ㄍㄡ　ㄊㄨㄥ,115,199235,37.559486
732,確定,ㄑㄩㄝˋ　ㄉㄧㄥˋ,115,199350,37.581166
733,大自然,ㄉㄚˋ　ㄗˋ　ㄖㄢˊ,114,199464,37.602657
734,歡樂,ㄏㄨㄢ　ㄌㄜˋ,114,199578,37.624148
735,小心,ㄒㄧㄠˇ　ㄒㄧㄣ,113,199691,37.645451
736,幼稚園,ㄧㄡˋ　ㄓˋ　ㄩㄢˊ,113,199804,37.666754
737,名字,ㄇㄧㄥˊ　˙ㄗ,113,199917,37.688057
738,穩定,ㄨㄣˇ　ㄉㄧㄥˋ,113,200030,37.70936
739,轎車,ㄐㄧㄠˋ　ㄔㄜ,113,200143,37.730663
740,自殺,ㄗˋ　ㄕㄚ,112,200255,37.751777
741,迅速,ㄒㄩㄣˋ　ㄙㄨˋ,112,200367,37.772891
742,到底,ㄉㄠˋ　ㄉㄧˇ,112,200479,37.794005
743,家人,ㄐㄧㄚ　ㄖㄣˊ,112,200591,37.815119
744,破壞,ㄆㄛˋ　ㄏㄨㄞˋ,112,200703,37.836233
745,動作,ㄉㄨㄥˋ　ㄗㄨㄛˋ,112,200815,37.857347
